pwsid,pop_served,years_in_violation
PA1150094,461,0
PA1150098,48600,0
PA1150105,2873,0
PA1150106,36960,0
PA1150108,6328,0
PA1150109,1406,0
PA1150126,265,1
PA1150127,2892,1
PA1150131,440,1
PA1150137,8800,0
PA1150144,180,0
PA1150145,129,0
PA1150150,30,1
PA1150157,98,0
PA1150164,87,0
PA1150165,4770,0
PA1150166,49508,0
PA1150168,100,0
PA1150177,473,0
PA1150183,91,0
PA1150186,2000,0
PA1150189,60,1
PA1150190,80,1
PA1150191,1641,0
PA1150195,1600,0
PA1150200,55,1
PA1150202,99,1
PA1150204,120,2
PA1150208,65,0
PA1150209,250,0
PA1150210,130,0
PA1150213,180,0
PA1150215,900,0
PA1150216,450,1
PA1150220,2907,0
PA1150223,152,0
PA1150224,29,1
PA1150226,45,0
PA1150834,900,1
PA1230004,140437,0
PA1230006,196,1
PA1230012,7809,0
PA1230026,40,0
PA1230886,53,0
PA1460005,112,0
PA1460006,32,0
PA1460007,150,0
PA1460008,1200,0
PA1460010,72,0
PA1460012,25,0
PA1460015,810,0
PA1460020,20000,0
PA1460022,8470,0
PA1460023,3100,0
PA1460025,90,0
PA1460027,323,0
PA1460028,12901,0
PA1460030,130,0
PA1460033,26000,0
PA1460034,91941,0
PA1460035,250,0
PA1460036,4600,0
PA1460037,36000,2
PA1460038,220,0
PA1460039,2500,0
PA1460042,5200,0
PA1460046,88885,0
PA1460048,72496,0
PA1460050,7700,0
PA1460055,8200,0
PA1460062,315,0
PA1460064,165,2
PA1460068,1100,0
PA1460069,3600,0
PA1460071,139,0
PA1460073,822600,1
PA1460075,640,0
PA1460077,1300,0
PA1460085,11400,0
PA1460086,50,0
PA1460087,508,0
PA1460092,500,1
PA1510001,1600000,0
PA2080002,90,0
PA2080003,2050,0
PA2080004,80,0
PA2080007,360,0
PA2080009,93,1
PA2080010,336,0
PA2080011,65,0
PA2080012,65,0
PA2080013,100,0
PA2080015,84,0
PA2080017,43,0
PA2080019,200,0
PA2080020,1362,0
PA2080023,23,0
PA2080025,100,1
PA2080027,300,0
PA2080028,15569,0
PA2080029,5000,1
PA2080030,1763,0
PA2080032,500,0
PA2080033,700,0
PA2080034,700,0
PA2350002,80,0
PA2350004,904,0
PA2350005,150,0
PA2350010,75,0
PA2350012,275,1
PA2350013,120,0
PA2350014,99,0
PA2350019,150,0
PA2350025,150,0
PA2350026,370,0
PA2350027,600,0
PA2350028,747,1
PA2350029,145,0
PA2350032,330,0
PA2350033,175,1
PA2350034,300,0
PA2350039,168,2
PA2350043,97,1
PA2350051,353,1
PA2350053,500,0
PA2350054,117,1
PA2350055,382,0
PA2350056,77,0
PA2350057,556,0
PA2350061,60,1
PA2350062,150,0
PA2350063,48,1
PA2350065,68,0
PA2350066,55,0
PA2350070,120,0
PA2359001,12560,0
PA2359006,2851,0
PA2359008,137142,0
PA2359014,3188,0
PA2400003,490,2
PA2400007,63,0
PA2400008,55,0
PA2400012,112,0
PA2400017,95,0
PA2400023,500,1
PA2400027,91,1
PA2400029,250,0
PA2400031,98,2
PA2400034,340,0
PA2400036,150,2
PA2400038,384,0
PA2400039,86,0
PA2400041,175,1
PA2400042,25,0
PA2400043,99,2
PA2400048,3230,0
PA2400049,80,1
PA2400050,280,1
PA2400051,480,0
PA2400052,86,1
PA2400053,386,0
PA2400054,4610,0
PA2400055,200,1
PA2400060,60,0
PA2400063,25,1
PA2400066,165,0
PA2400068,75,0
PA2400070,125,0
PA2400072,69,0
PA2400073,91,0
PA2400076,7563,1
PA2400078,420,0
PA2400079,150,0
PA2400083,95,0
PA2400085,107,0
PA2400088,150,0
PA2400089,203,0
PA2400090,2900,0
PA2400091,3472,0
PA2400095,434,0
PA2400096,79,1
PA2400101,82,0
PA2400102,175,0
PA2400103,200,0
PA2400104,2450,0
PA2400107,85,0
PA2400108,1200,0
PA2400109,375,0
PA2400111,552,0
PA2400113,90,0
PA2400114,2646,0
PA2400115,628,0
PA2400116,66,2
PA2400117,100,0
PA2400126,60,0
PA2400128,195,0
PA2400136,47,0
PA2400139,118,0
PA2400140,1383,0
PA2400142,65,1
PA2400144,106,0
PA2400146,140,0
PA2400147,222,0
PA2400149,442,0
PA2401021,1291,0
PA2408001,45000,0
PA2408007,1017,0
PA2408011,125,0
PA2408012,275,0
PA2409002,58467,0
PA2409003,9773,0
PA2409010,52640,0
PA2409011,52002,0
PA2409013,11987,0
PA2450002,229,1
PA2450004,50,0
PA2450005,118,3
PA2450006,100,1
PA2450008,389,0
PA2450009,100,0
PA2450010,30,0
PA2450012,50,0
PA2450015,1200,2
PA2450018,54,0
PA2450020,876,0
PA2450022,850,1
PA2450023,13000,3
PA2450025,34,0
PA2450027,150,0
PA2450028,129,0
PA2450033,160,0
PA2450034,30000,0
PA2450038,50,1
PA2450039,1450,0
PA2450040,300,0
PA2450044,1500,0
PA2450049,3200,0
PA2450053,3800,0
PA2450054,120,0
PA2450056,309,0
PA2450063,17860,0
PA2450064,300,0
PA2450065,4300,1
PA2450068,172,1
PA2450070,389,0
PA2450076,84,3
PA2450079,95,0
PA2450080,310,3
PA2450083,100,2
PA2450084,77,0
PA2450086,500,0
PA2450087,108,0
PA2450088,65,1
PA2450089,80,1
PA2450092,95,2
PA2450093,541,0
PA2450097,60,0
PA2450098,60,0
PA2450099,600,0
PA2450104,60,4
PA2450105,740,0
PA2450106,48,0
PA2450107,36,0
PA2450111,70,2
PA2450113,1100,0
PA2450115,187,1
PA2450117,99,3
PA2450119,1580,0
PA2450122,2100,0
PA2450123,60,3
PA2450124,330,1
PA2450129,171,1
PA2450133,1753,0
PA2450136,45,0
PA2450138,48,3
PA2450140,70,2
PA2450141,440,0
PA2450142,84,0
PA2450143,50,0
PA2450146,50,0
PA2450147,30,0
PA2450766,90,0
PA2520005,45,0
PA2520031,70,3
PA2520033,8321,1
PA2520034,2943,0
PA2520035,1048,0
PA2520036,1100,0
PA2520037,6533,0
PA2520040,121,1
PA2520042,73,0
PA2520044,2900,1
PA2520046,2420,0
PA2520048,90,0
PA2520051,300,0
PA2520052,110,0
PA2520054,225,2
PA2520056,100,0
PA2520058,150,1
PA2520061,80,0
PA2520062,7016,0
PA2520065,1321,0
PA2520066,690,0
PA2520070,1200,1
PA2520073,39,0
PA2520075,204,0
PA2520085,468,0
PA2520086,93,1
PA2520087,35,0
PA2520089,140,0
PA2520091,125,0
PA2520092,125,0
PA2520095,50,0
PA2520096,2450,0
PA2520100,89,0
PA2520103,120,0
PA2520107,500,1
PA2520110,53,1
PA2520201,179,2
PA2520207,115,1
PA2520208,75,0
PA2520209,101,0
PA2520981,169,0
PA2521031,58,0
PA2570001,100,0
PA2570003,400,0
PA2570004,325,0
PA2570005,425,1
PA2580001,90,0
PA2580010,44,0
PA2580012,174,0
PA2580015,51,0
PA2580019,979,0
PA2580021,77,0
PA2580022,40,0
PA2580023,1890,0
PA2580024,4230,0
PA2580025,563,0
PA2580026,225,0
PA2580027,100,0
PA2580035,90,1
PA2580036,47,1
PA2580038,40,1
PA2580039,325,1
PA2580040,90,0
PA2580042,96,1
PA2580046,77,0
PA2580047,50,0
PA2580048,150,0
PA2590006,50,0
PA2590008,130,1
PA2590013,85,1
PA2590017,40,0
PA2590018,57,0
PA2590029,75,0
PA2590031,615,0
PA2590033,1650,0
PA2590035,2660,0
PA2590036,590,0
PA2590038,4100,0
PA2590041,64,0
PA2590042,8225,0
PA2590043,1300,0
PA2590044,325,0
PA2590045,400,0
PA2590048,220,0
PA2590049,400,0
PA2590050,691,0
PA2590051,300,3
PA2590053,200,3
PA2590812,3000,0
PA2640004,144,0
PA2640006,85,0
PA2640008,48,0
PA2640010,41,0
PA2640012,200,0
PA2640014,115,0
PA2640015,100,0
PA2640017,90,0
PA2640018,5500,0
PA2640019,86,3
PA2640020,3200,0
PA2640022,350,0
PA2640023,499,2
PA2640024,86,0
PA2640025,3775,0
PA2640028,1800,0
PA2640031,160,0
PA2640032,1100,0
PA2640036,2200,1
PA2640042,44,2
PA2640044,400,0
PA2640046,200,1
PA2640047,1100,0
PA2640048,800,0
PA2640049,263,1
PA2640050,75,1
PA2640051,320,0
PA2640052,300,0
PA2640054,62,0
PA2640055,35,0
PA2640056,44,0
PA2640057,124,0
PA2640063,57,0
PA2640064,60,0
PA2640065,99,0
PA2640066,200,3
PA2640299,66,2
PA2640703,100,0
PA2640846,180,1
PA2640905,130,1
PA2660004,63,0
PA2660006,25,1
PA2660008,62,0
PA2660010,563,1
PA2660011,789,0
PA2660012,315,0
PA2660014,5349,0
PA2660015,150,1
PA2660016,300,0
PA2660017,625,0
PA2660018,210,0
PA2660019,415,0
PA2660020,85,0
PA2660024,76,0
PA2660027,92,1
PA2660031,273,2
PA2660033,280,4
PA2660034,32,2
PA2660035,76,0
PA2660036,2323,0
PA2660037,83,0
PA2660039,3100,0
PA2660042,39,0
PA2660043,38,0
PA2660044,65,0
PA2660047,28,0
PA2660050,38,0
PA2660054,30,0
PA2660334,50,0
PA2660950,233,0
PA3060002,2146,0
PA3060004,61,0
PA3060005,84,0
PA3060010,5353,1
PA3060012,7505,0
PA3060013,425,1
PA3060015,50,0
PA3060016,44,1
PA3060018,5100,0
PA3060026,29,0
PA3060028,50,1
PA3060029,4218,0
PA3060030,200,0
PA3060031,240,0
PA3060032,650,1
PA3060034,90,0
PA3060035,4990,0
PA3060036,300,0
PA3060037,710,0
PA3060038,22400,0
PA3060040,95,0
PA3060041,14200,0
PA3060042,47,0
PA3060043,1050,0
PA3060044,89,0
PA3060045,1800,0
PA3060047,2300,0
PA3060048,98,0
PA3060052,4245,0
PA3060053,2204,0
PA3060058,50,1
PA3060059,95100,1
PA3060061,450,0
PA3060064,300,0
PA3060065,90,0
PA3060066,75,0
PA3060067,13300,2
PA3060068,30,0
PA3060069,28508,0
PA3060070,80,0
PA3060072,2069,0
PA3060073,60,0
PA3060076,7920,0
PA3060078,4300,1
PA3060080,7070,0
PA3060081,8000,2
PA3060082,10400,0
PA3060083,8500,0
PA3060085,1010,0
PA3060087,375,0
PA3060088,24951,0
PA3060092,200,1
PA3060094,410,0
PA3060095,771,0
PA3060096,500,0
PA3060098,2598,1
PA3060100,2150,0
PA3060105,75,1
PA3060106,50,2
PA3060108,120,0
PA3060112,70,0
PA3060113,90,2
PA3060115,1350,0
PA3060118,215,0
PA3060123,145,1
PA3060126,100,0
PA3060127,156,0
PA3060129,135,0
PA3060131,60,0
PA3060132,49,0
PA3060133,214,0
PA3060134,600,0
PA3060135,626,0
PA3060136,50,0
PA3060137,250,0
PA3060141,80,0
PA3061153,75,0
PA3130002,968,0
PA3130004,9300,0
PA3130006,265,2
PA3130008,145,0
PA3130009,9000,0
PA3130011,152,0
PA3130012,7000,0
PA3130013,2890,1
PA3130015,2612,1
PA3130017,130,0
PA3130021,900,0
PA3130022,210,0
PA3130026,2850,0
PA3130027,63,1
PA3130029,90,0
PA3130030,150,2
PA3130031,90,0
PA3130035,41,1
PA3130037,490,3
PA3130038,50,0
PA3130040,450,4
PA3130043,2853,0
PA3130044,2274,0
PA3130049,125,1
PA3130050,114,0
PA3130051,461,0
PA3130052,60,2
PA3130053,500,1
PA3130054,132,0
PA3390001,40,0
PA3390005,68,0
PA3390010,65,0
PA3390011,90,0
PA3390018,375,0
PA3390020,570,0
PA3390024,118000,0
PA3390028,268,0
PA3390031,90,0
PA3390032,14000,1
PA3390033,3039,0
PA3390035,122,0
PA3390036,40,0
PA3390039,4450,1
PA3390044,6598,0
PA3390045,2117,0
PA3390046,2570,0
PA3390047,509,0
PA3390049,164,0
PA3390055,2910,0
PA3390062,8522,0
PA3390065,14500,0
PA3390068,645,0
PA3390073,47693,0
PA3390075,1046,0
PA3390076,256,0
PA3390077,7300,0
PA3390078,965,0
PA3390079,475,0
PA3390080,88,0
PA3390081,13063,0
PA3390085,158,0
PA3390087,1300,0
PA3390089,600,0
PA3390090,1475,0
PA3390091,130,0
PA3390093,2000,0
PA3390097,520,0
PA3390113,90,0
PA3390115,290,0
PA3391001,1392,0
PA3391038,44,2
PA3480006,48,3
PA3480007,33,2
PA3480008,60,2
PA3480011,53,0
PA3480012,90,0
PA3480013,37,0
PA3480015,800,1
PA3480022,61,0
PA3480023,90,0
PA3480024,2668,0
PA3480026,150,0
PA3480027,5700,1
PA3480028,170,0
PA3480029,60,0
PA3480030,153,0
PA3480032,3000,2
PA3480035,75,1
PA3480037,65,0
PA3480038,9008,0
PA3480039,78,0
PA3480040,67,0
PA3480041,30,0
PA3480043,30,1
PA3480044,85,0
PA3480045,400,0
PA3480046,117259,0
PA3480049,800,0
PA3480050,96867,0
PA3480052,5800,0
PA3480053,70,0
PA3480054,50,2
PA3480055,23763,0
PA3480056,87,0
PA3480057,40000,0
PA3480058,240,0
PA3480059,1100,0
PA3480063,150,0
PA3480066,2680,0
PA3480072,72,0
PA3480075,335,0
PA3480076,316,1
PA3480079,90,0
PA3480080,260,1
PA3480082,225,0
PA3480089,400,0
PA3480814,725,0
PA3540002,40,0
PA3540011,5584,0
PA3540012,8000,2
PA3540014,6700,0
PA3540015,920,0
PA3540017,7100,0
PA3540021,225,0
PA3540023,340,0
PA3540024,3000,1
PA3540025,200,0
PA3540026,495,0
PA3540027,250,1
PA3540030,4200,0
PA3540032,5583,0
PA3540035,7275,0
PA3540036,380,1
PA3540037,2711,1
PA3540038,31850,0
PA3540039,823,0
PA3540040,110,1
PA3540041,6000,0
PA3540042,50,1
PA3540043,350,0
PA3540044,9500,0
PA3540045,3150,0
PA3540046,2515,0
PA3540047,3870,0
PA3540049,2500,1
PA3540053,73,0
PA3540054,735,0
PA3540058,80,1
PA3540061,466,0
PA3540062,260,0
PA3540069,160,0
PA3540070,956,0
PA3540071,568,0
PA3540072,105,0
PA3540073,40,0
PA3540075,500,0
PA4050001,300,0
PA4050002,5127,0
PA4050003,910,0
PA4050004,200,0
PA4050005,50,1
PA4050007,91,0
PA4050008,98,1
PA4050009,240,0
PA4050012,2048,0
PA4050020,715,0
PA4050021,1675,1
PA4050023,295,1
PA4050024,205,0
PA4050025,320,0
PA4050027,75,3
PA4050028,100,0
PA4050029,801,0
PA4050030,250,0
PA4050032,200,0
PA4050033,500,2
PA4050034,115,0
PA4050035,1724,1
PA4050036,392,1
PA4050037,1626,0
PA4050038,750,0
PA4070009,3162,0
PA4070011,2550,0
PA4070012,2350,0
PA4070013,250,0
PA4070016,185,0
PA4070017,8523,0
PA4070019,3182,0
PA4070021,6500,0
PA4070022,1800,0
PA4070023,62500,2
PA4070026,165,0
PA4070030,3160,0
PA4070031,300,0
PA4070033,95,0
PA4070034,1400,0
PA4070045,350,0
PA4070047,180,1
PA4070050,31,0
PA4070054,35,1
PA4070056,98,0
PA4070058,2500,0
PA4070059,95,0
PA4070060,44,0
PA4070297,80,0
PA4070298,85,0
PA4110001,92,0
PA4110003,4500,0
PA4110004,850,0
PA4110005,55,0
PA4110006,1000,1
PA4110007,760,0
PA4110009,8500,2
PA4110010,81,1
PA4110011,3130,3
PA4110013,2100,0
PA4110014,170,0
PA4110015,723,0
PA4110016,463,0
PA4110017,22617,2
PA4110020,75,0
PA4110021,4236,1
PA4110023,3152,2
PA4110024,1805,0
PA4110027,6500,2
PA4110028,40,0
PA4110030,1700,0
PA4110034,49500,0
PA4110038,2500,0
PA4110041,4400,1
PA4110042,216,1
PA4110043,3152,1
PA4110046,1388,0
PA4110058,670,3
PA4110060,3200,1
PA4110061,488,1
PA4110065,480,0
PA4110067,1500,0
PA4110077,1650,1
PA4110297,1746,0
PA4110299,989,0
PA4110800,2072,0
PA4140014,130,0
PA4140043,100,0
PA4140046,100,1
PA4140048,57,0
PA4140057,45,1
PA4140075,9500,1
PA4140077,1900,1
PA4140078,300,0
PA4140079,290,0
PA4140080,1001,0
PA4140081,1515,0
PA4140082,6000,0
PA4140083,2750,0
PA4140084,902,2
PA4140085,1212,1
PA4140087,20865,0
PA4140088,615,0
PA4140089,425,0
PA4140090,3456,0
PA4140092,75,0
PA4140094,140,0
PA4140095,37000,0
PA4140096,72000,0
PA4140098,2850,0
PA4140101,97,0
PA4140104,72,0
PA4140107,670,0
PA4140108,550,0
PA4140109,1500,0
PA4140110,140,0
PA4140111,250,0
PA4140118,3300,0
PA4140119,700,0
PA4140120,3250,0
PA4140123,300,0
PA4140124,300,0
PA4140125,75,0
PA4140127,32,1
PA4140129,60,0
PA4140131,684,0
PA4140132,175,0
PA4140133,185,0
PA4140134,75,0
PA4180035,1800,0
PA4180048,10000,0
PA4180049,9700,0
PA4180050,75,0
PA4180051,115,0
PA4180052,402,0
PA4180055,425,1
PA4180058,2610,1
PA4180062,600,0
PA4180064,481,2
PA4180065,273,1
PA4180066,87,0
PA4180067,3000,0
PA4180069,43,0
PA4180070,25,0
PA4180071,37,1
PA4190008,29382,0
PA4190011,1644,0
PA4190012,508,1
PA4190013,15282,0
PA4190014,1333,0
PA4190015,350,1
PA4190016,1220,0
PA4190017,969,1
PA4190019,475,0
PA4190020,272,0
PA4190021,80,1
PA4190025,40,0
PA4190026,60,1
PA4190285,118,1
PA4190286,21,1
PA4190291,60,0
PA4190298,70,1
PA4190840,419,0
PA4290003,95,0
PA4290004,276,0
PA4290005,2000,0
PA4310011,403,0
PA4310012,13776,0
PA4310014,43,0
PA4310015,570,0
PA4310016,5801,2
PA4310017,57,0
PA4310019,650,0
PA4310021,815,0
PA4310022,450,1
PA4310023,350,0
PA4310025,1200,1
PA4310026,350,0
PA4310027,225,0
PA4310028,2200,0
PA4310030,442,0
PA4310031,750,0
PA4310032,800,0
PA4310038,1450,0
PA4310050,1108,0
PA4310051,162,0
PA4310298,90,0
PA4340001,150,1
PA4340002,850,0
PA4340003,100,0
PA4340005,175,0
PA4340006,60,1
PA4340007,1000,0
PA4340008,4450,0
PA4340009,1000,0
PA4340010,950,0
PA4340016,177,1
PA4340017,499,0
PA4340018,135,0
PA4340019,80,3
PA4410002,88,1
PA4410005,410,0
PA4410010,75,1
PA4410011,38,0
PA4410016,100,0
PA4410019,195,4
PA4410020,98,2
PA4410025,85,1
PA4410027,325,0
PA4410030,360,0
PA4410031,120,0
PA4410035,518,0
PA4410152,250,1
PA4410153,250,0
PA4410154,224,0
PA4410156,6600,0
PA4410160,60,0
PA4410161,2700,1
PA4410164,175,0
PA4410165,2900,0
PA4410166,200,0
PA4410169,150,1
PA4410171,400,1
PA4410173,51000,0
PA4410174,598,0
PA4410175,4983,0
PA4410176,2050,0
PA4410178,2800,0
PA4410179,250,0
PA4410180,825,0
PA4410182,90,0
PA4410187,98,0
PA4440008,480,0
PA4440010,29432,0
PA4440011,478,0
PA4440013,270,0
PA4440017,167,0
PA4440018,60,0
PA4470007,4992,0
PA4470008,250,0
PA4490004,100,0
PA4490007,11043,1
PA4490011,200,0
PA4490016,705,0
PA4490018,450,1
PA4490019,19,0
PA4490020,432,0
PA4490021,50,0
PA4490023,30209,0
PA4490024,43000,0
PA4490298,282,0
PA4550005,5584,0
PA4550006,225,0
PA4550008,435,0
PA4550009,2400,0
PA4550011,805,0
PA4550012,935,0
PA4550013,685,2
PA4550014,980,0
PA4550015,845,0
PA4550016,1600,0
PA4550018,285,0
PA4550019,725,0
PA4550022,1700,0
PA4550024,350,0
PA4550028,672,0
PA4550800,1000,0
PA4560002,218,1
PA4560003,300,0
PA4560004,180,0
PA4560006,75,0
PA4560009,25,0
PA4560012,2566,0
PA4560013,9463,0
PA4560014,75,0
PA4560016,70,0
PA4560017,576,0
PA4560018,350,0
PA4560019,494,0
PA4560020,1250,0
PA4560021,910,0
PA4560024,3000,0
PA4560025,1246,0
PA4560028,284,0
PA4560029,2468,0
PA4560030,2900,0
PA4560031,1400,0
PA4560033,645,0
PA4560035,449,0
PA4560036,700,0
PA4560037,645,0
PA4560038,1625,0
PA4560041,725,0
PA4560042,6309,0
PA4560045,1984,0
PA4560046,3800,0
PA4560048,7800,0
PA4560049,750,0
PA4560050,97,1
PA4560054,100,0
PA4560057,1374,0
PA4600003,425,2
PA4600005,64,0
PA4600007,200,0
PA4600010,990,0
PA4600012,3690,0
PA4600015,333,0
PA5020003,3151,0
PA5020004,2200,2
PA5020006,3700,0
PA5020007,1708,2
PA5020008,1861,0
PA5020009,3200,0
PA5020010,5804,0
PA5020011,38000,1
PA5020012,5565,2
PA5020013,2000,2
PA5020015,7781,1
PA5020018,10190,0
PA5020019,61949,0
PA5020021,1600,2
PA5020025,32644,0
PA5020027,48500,1
PA5020029,6750,0
PA5020031,3112,0
PA5020034,19031,2
PA5020036,39901,0
PA5020038,520000,0
PA5020039,686000,0
PA5020040,18500,0
PA5020041,27500,1
PA5020043,200000,0
PA5020045,16354,0
PA5020047,3204,0
PA5020050,6800,1
PA5020053,3405,0
PA5020055,4927,2
PA5020056,125000,1
PA5020067,1459,0
PA5020070,2200,0
PA5020076,4650,2
PA5020078,11460,1
PA5020082,266,0
PA5020083,843,0
PA5020084,725,0
PA5020108,13411,0
PA5030002,600,0
PA5030004,1875,0
PA5030005,2991,1
PA5030006,6744,0
PA5030008,4499,0
PA5030010,1680,0
PA5030011,900,4
PA5030012,1000,0
PA5030013,600,0
PA5030016,451,0
PA5030019,5849,0
PA5030020,460,0
PA5030021,95,0
PA5030022,300,0
PA5030024,900,0
PA5030025,2049,0
PA5030027,1500,0
PA5030034,323,0
PA5030043,8000,0
PA5030045,2000,0
PA5030047,1200,0
PA5030049,1230,4
PA5040002,90,1
PA5040006,15685,1
PA5040007,19000,0
PA5040008,19500,1
PA5040009,5799,0
PA5040010,4578,1
PA5040011,130,0
PA5040012,49500,0
PA5040017,7920,0
PA5040019,225,0
PA5040022,2176,0
PA5040026,50,0
PA5040028,150,0
PA5040036,1865,0
PA5040038,3100,3
PA5040039,6500,1
PA5040044,2750,0
PA5040048,200,0
PA5040049,100,0
PA5040051,60,0
PA5040055,2000,0
PA5040056,50,0
PA5040059,51,1
PA5040063,15000,0
PA5040078,70,1
PA5040080,3948,0
PA5040085,4276,0
PA5040086,222,2
PA5040087,700,0
PA5040847,100,2
PA5100004,65,0
PA5100009,180,0
PA5100012,43286,0
PA5100015,86,0
PA5100016,62,2
PA5100017,100,0
PA5100018,325,1
PA5100025,950,0
PA5100026,170,0
PA5100029,1100,0
PA5100033,1990,0
PA5100036,76,3
PA5100037,25,0
PA5100040,93,0
PA5100042,6669,0
PA5100043,44,0
PA5100045,240,0
PA5100049,1956,0
PA5100050,400,0
PA5100054,460,1
PA5100055,30,0
PA5100062,78,0
PA5100063,182,0
PA5100071,37,0
PA5100079,15778,0
PA5100080,44,0
PA5100087,56,0
PA5100093,4123,0
PA5100094,42000,1
PA5100099,225,1
PA5100104,80,2
PA5100105,200,1
PA5100127,150,1
PA5100135,3100,0
PA5100140,96,0
PA5100141,8700,0
PA5100143,63,0
PA5100145,150,0
PA5100147,3800,0
PA5100869,400,0
PA5260004,6000,1
PA5260005,7844,0
PA5260006,3630,1
PA5260009,9100,1
PA5260011,7000,0
PA5260013,3841,0
PA5260014,520,0
PA5260017,1110,4
PA5260019,35409,0
PA5260020,23125,0
PA5260022,11425,0
PA5260027,2695,1
PA5260032,3856,0
PA5260035,95,0
PA5260036,133000,1
PA5260042,300,1
PA5260043,250,1
PA5260045,1300,0
PA5260048,2800,0
PA5300012,4200,2
PA5300015,1500,0
PA5300017,40200,0
PA5320006,4023,1
PA5320007,400,0
PA5320009,1700,0
PA5320010,285,0
PA5320011,350,0
PA5320016,260,0
PA5320017,100,3
PA5320025,22360,0
PA5320026,883,0
PA5320029,250,0
PA5320034,500,4
PA5320040,4920,0
PA5320041,65,3
PA5320042,1932,0
PA5320046,625,0
PA5320048,650,0
PA5320109,9638,0
PA5630030,2600,2
PA5630039,27000,2
PA5630044,1250,2
PA5630045,10100,3
PA5630050,480,0
PA5630068,820,4
PA5630077,740,0
PA5630078,358,0
PA5630079,373,0
PA5650012,30,1
PA5650017,90,0
PA5650021,100,0
PA5650026,40,0
PA5650031,3100,0
PA5650032,143000,0
PA5650036,997,0
PA5650037,389,0
PA5650042,250,0
PA5650049,6500,0
PA5650060,30000,2
PA5650069,16000,0
PA5650070,47800,0
PA5650080,3293,0
PA5650081,2730,0
PA5650098,92,1
PA5650101,110,0
PA6120001,258,0
PA6120002,3300,0
PA6160001,10372,0
PA6160003,1040,1
PA6160004,925,1
PA6160005,1380,0
PA6160010,3150,0
PA6160011,120,0
PA6160012,1873,0
PA6160013,465,2
PA6160020,80,0
PA6160021,250,0
PA6160026,1500,3
PA6160027,857,0
PA6160030,490,1
PA6160039,300,1
PA6170004,325,0
PA6170008,14000,0
PA6170013,4500,0
PA6170016,7794,0
PA6170018,225,0
PA6170021,1400,0
PA6170023,8410,0
PA6170024,960,0
PA6170025,1980,0
PA6170034,450,0
PA6170036,1570,0
PA6170040,456,1
PA6170041,3700,1
PA6170045,1700,0
PA6170048,4155,0
PA6170052,1875,0
PA6170053,1828,0
PA6170345,430,0
PA6200002,100,0
PA6200003,225,0
PA6200004,2363,0
PA6200006,56,0
PA6200008,1136,0
PA6200010,61,1
PA6200013,54,0
PA6200014,2300,0
PA6200015,870,0
PA6200018,250,1
PA6200019,850,0
PA6200020,29,1
PA6200023,59,0
PA6200027,1600,0
PA6200028,69,0
PA6200031,150,0
PA6200033,35,0
PA6200035,256,0
PA6200036,17339,0
PA6200037,60,0
PA6200039,175,0
PA6200040,38,2
PA6200043,1500,0
PA6200044,125,0
PA6200046,100,0
PA6200049,200,0
PA6200050,1175,0
PA6200051,6146,0
PA6200052,26,0
PA6200053,44,0
PA6200054,34,2
PA6200062,99,0
PA6200063,100,1
PA6200065,78,0
PA6200066,125,2
PA6200067,225,1
PA6200071,338,0
PA6200072,1500,0
PA6200074,71,0
PA6200076,80,3
PA6200078,60,0
PA6200079,104,1
PA6200967,16,0
PA6240005,1131,2
PA6240006,286,0
PA6240007,2413,2
PA6240008,440,0
PA6240012,4700,0
PA6240016,19588,0
PA6240020,396,0
PA6240022,1763,0
PA6250004,90,0
PA6250005,80,2
PA6250007,5842,0
PA6250008,88,1
PA6250012,7800,0
PA6250014,90,1
PA6250017,77,0
PA6250018,60,0
PA6250020,110,0
PA6250021,70,0
PA6250022,7800,0
PA6250023,60,0
PA6250028,220001,0
PA6250035,150,0
PA6250038,96,0
PA6250039,800,0
PA6250040,3320,1
PA6250044,100,0
PA6250046,1500,0
PA6250049,3301,0
PA6250053,165,0
PA6250055,180,0
PA6250056,2935,0
PA6250061,4601,1
PA6250064,4295,1
PA6250065,1700,1
PA6250067,375,0
PA6250074,60,0
PA6250075,390,0
PA6250078,638,0
PA6250084,350,3
PA6250085,315,1
PA6250086,5848,0
PA6250087,4500,0
PA6250089,300,0
PA6250090,12500,0
PA6250092,797,0
PA6250094,450,0
PA6250096,1048,1
PA6250097,42,0
PA6250804,50,0
PA6270001,610,0
PA6270002,450,0
PA6270008,4320,0
PA6330002,4384,0
PA6330004,6220,0
PA6330007,1440,0
PA6330008,300,0
PA6330010,8419,0
PA6330011,2908,0
PA6330012,700,0
PA6330013,1500,0
PA6330014,354,1
PA6330020,250,1
PA6330840,700,0
PA6370003,1100,1
PA6370005,39,0
PA6370011,17200,0
PA6370014,80,0
PA6370015,56,1
PA6370016,55,0
PA6370017,60,0
PA6370019,60,0
PA6370025,75,1
PA6370032,832,0
PA6370034,43279,0
PA6370035,4500,0
PA6370041,425,1
PA6370042,120,0
PA6370047,61,1
PA6370049,75,0
PA6370054,1032,0
PA6370910,95,1
PA6420006,38,0
PA6420010,850,0
PA6420011,76,0
PA6420012,56,1
PA6420013,325,1
PA6420014,18500,1
PA6420016,850,0
PA6420017,140,1
PA6420018,972,0
PA6420019,5725,0
PA6420020,892,0
PA6420021,2591,0
PA6420022,234,0
PA6420023,2400,0
PA6420028,72,0
PA6420031,87,3
