pwsid,pop_served,years_in_violation
MN1210027,40,0
MN1220001,3174,0
MN1220002,359,0
MN1220003,171,0
MN1220004,663,0
MN1220005,199,0
MN1220007,191,0
MN1220008,491,0
MN1220009,71,0
MN1220010,2343,0
MN1220011,1391,0
MN1220012,78,2
MN1220013,683,0
MN1230001,316,0
MN1230002,3005,0
MN1230003,407,0
MN1230004,140,0
MN1230005,1042,0
MN1230006,727,0
MN1230007,715,0
MN1230008,256,0
MN1230009,227,0
MN1230010,1322,0
MN1230011,1860,0
MN1230012,2580,0
MN1230013,444,0
MN1230014,265,0
MN1240001,18492,0
MN1240004,661,1
MN1240005,695,0
MN1240006,137,0
MN1240007,384,0
MN1240008,259,0
MN1240009,538,1
MN1240010,566,4
MN1240011,321,1
MN1240012,254,4
MN1240013,294,0
MN1240014,53,0
MN1240015,48,0
MN1240016,134,2
MN1240019,202,0
MN1250001,4237,0
MN1250003,100,0
MN1250005,1200,0
MN1250006,169,0
MN1250007,1817,0
MN1250012,3324,0
MN1250013,16459,0
MN1250017,170,0
MN1250018,1113,0
MN1250020,3172,0
MN1250021,220,1
MN1250022,143,0
MN1260001,472,0
MN1260002,374,0
MN1260003,1285,0
MN1260005,386,0
MN1260006,703,0
MN1260007,50,1
MN1260008,167,0
MN1270001,91300,0
MN1270004,33782,0
MN1270005,89995,0
MN1270006,23919,0
MN1270008,22937,0
MN1270010,63726,0
MN1270011,53494,0
MN1270012,2483,0
MN1270013,1442,0
MN1270014,23000,0
MN1270015,490,0
MN1270016,19462,0
MN1270018,1729,0
MN1270019,637,0
MN1270020,82000,0
MN1270021,2174,0
MN1270023,4205,0
MN1270024,425300,0
MN1270025,500,0
MN1270031,54474,0
MN1270034,547,0
MN1270036,5888,0
MN1270038,9447,0
MN1270040,20963,0
MN1270041,3062,0
MN1270042,2650,0
MN1270044,76546,0
MN1270045,36899,0
MN1270046,14646,0
MN1270047,14430,0
MN1270048,9500,0
MN1270049,2374,0
MN1270050,50010,0
MN1270051,3890,0
MN1270053,1743,0
MN1270054,4592,0
MN1270061,700,0
MN1270062,80,0
MN1270066,116,0
MN1270073,4985,0
MN1270074,313,0
MN1270075,2964,0
MN1270076,33,0
MN1270080,1300,0
MN1280002,2824,0
MN1280003,276,0
MN1280004,555,0
MN1280005,997,0
MN1280007,5257,0
MN1280010,1291,0
MN1290001,426,0
MN1290003,4298,0
MN1290008,160,0
MN1290010,390,0
MN1290011,40,1
MN1290012,140,0
MN1290013,25,0
MN1300001,1789,0
MN1300002,9862,0
MN1300003,460,0
MN1300005,7386,0
MN1300006,249,0
MN1310001,397,0
MN1310003,821,0
MN1310004,332,0
MN1310006,1997,0
MN1310007,942,0
MN1310010,100,0
MN1310011,11346,0
MN1310013,100,0
MN1310017,80,0
MN1310021,1068,0
MN1310023,699,0
MN1310024,971,0
MN1310028,644,0
MN1310029,75,0
MN1310030,162,0
MN1310035,1000,0
MN1310038,653,0
MN1310040,70,0
MN1320001,112,1
MN1320002,691,0
MN1320003,3323,0
MN1320004,1694,0
MN1320005,188,0
MN1320006,60,0
MN1330001,3786,0
MN1330004,398,0
MN1330005,70,0
MN1340001,1133,0
MN1340002,161,0
MN1340003,560,0
MN1340004,236,5
MN1340005,1319,0
MN1340006,492,0
MN1340007,511,0
MN1340008,799,0
MN1340009,70,0
MN1340010,1225,0
MN1340015,36,0
MN1340016,21045,0
MN1340019,90,0
MN1340020,60,0
MN1340021,1335,0
MN1350001,850,0
MN1350002,713,0
MN1350003,181,0
MN1350004,168,0
MN1350005,361,0
MN1350006,2752,0
MN1360001,192,0
MN1360002,5637,0
MN1360004,542,0
MN1360005,156,0
MN1360006,565,0
MN1370001,168,0
MN1370002,141,0
MN1370003,1466,0
MN1370004,1511,0
MN1370005,135,0
MN1370006,60,0
MN1380001,130,0
MN1380003,1826,0
MN1380005,3698,0
MN1390001,947,0
MN1390002,55,0
MN1400001,719,0
MN1400003,656,4
MN1400005,670,0
MN1400006,34,0
MN1400007,134,0
MN1400008,2544,0
MN1400010,4170,0
MN1400012,3379,0
MN1400013,8247,0
MN1400015,1868,0
MN1400019,63,0
MN1410001,650,0
MN1410002,559,0
MN1410003,676,0
MN1410004,1122,0
MN1410005,32,0
MN1410006,74,0
MN1410007,13644,0
MN1420001,639,0
MN1420002,1212,0
MN1420003,39,0
MN1420004,370,0
MN1420005,448,0
MN1420006,13890,0
MN1420007,1380,0
MN1420008,338,0
MN1420009,135,0
MN1420010,2154,0
MN1420011,135,0
MN1420012,89,0
MN1430001,113,0
MN1430002,722,0
MN1430003,5676,0
MN1430004,14900,0
MN1430005,60,0
MN1430006,1904,0
MN1430007,319,0
MN1430008,850,0
MN1430009,482,3
MN1430010,2226,0
MN1440001,72,0
MN1440002,1217,0
MN1440004,404,0
MN1450001,377,0
MN1450002,533,0
MN1450003,179,0
MN1450005,3295,0
MN1450006,299,0
MN1450007,338,0
MN1450008,242,0
MN1450009,568,0
MN1450010,63,1
MN1450011,85,0
MN1450012,1551,0
MN1450013,84,0
MN1460001,369,0
MN1460002,167,0
MN1460003,10328,0
MN1460004,297,3
MN1460006,211,0
MN1460007,1058,0
MN1460009,734,0
MN1460010,1115,0
MN1460011,653,0
MN1470002,350,0
MN1470003,1503,0
MN1470007,635,0
MN1470008,6786,0
MN1470010,958,0
MN1470011,513,0
MN1470012,1042,0
MN1480001,820,0
MN1480002,3043,0
MN1480003,831,0
MN1480004,80,0
MN1480008,5421,0
MN1480011,400,0
MN1480014,340,0
MN1480016,83,0
MN1480017,242,0
MN1490001,309,0
MN1490002,9069,0
MN1490003,680,0
MN1490004,1531,0
MN1490005,608,0
MN1490006,1266,0
MN1490007,333,0
MN1490008,482,0
MN1490009,279,1
MN1500001,672,0
MN1500002,26174,0
MN1500003,59,0
MN1500006,338,0
MN1500007,149,0
MN1500008,1154,0
MN1500009,959,0
MN1500011,521,2
MN1500012,482,0
MN1500013,135,0
MN1500014,400,0
MN1500015,61,0
MN1500016,157,0
MN1500017,682,0
MN1500021,40,0
MN1500022,180,0
MN1500023,50,0
MN1510001,111,0
MN1510002,270,0
MN1510003,226,0
MN1510005,1318,0
MN1510006,56,0
MN1510007,162,0
MN1510008,247,0
MN1510009,1964,0
MN1510010,61,0
MN1520001,635,0
MN1520002,504,3
MN1520004,1117,0
MN1520005,14448,0
MN1520006,12198,0
MN1520007,54,0
MN1530001,1211,0
MN1530002,235,1
MN1530003,506,0
MN1530004,68,0
MN1530005,462,2
MN1530006,209,0
MN1530007,237,0
MN1530008,376,0
MN1530009,342,0
MN1530010,344,0
MN1530011,14052,0
MN1530012,75,0
MN1540001,1725,0
MN1540002,99,0
MN1540003,548,0
MN1540004,285,0
MN1540006,113,0
MN1540007,174,0
MN1540008,707,0
MN1540010,226,1
MN1540011,26,0
MN1550001,6809,0
MN1550002,56,0
MN1550003,270,0
MN1550004,792,0
MN1550005,73,0
MN1550006,2043,0
MN1550008,505,0
MN1550009,65,0
MN1550010,123624,0
MN1550016,50,0
MN1550020,300,0
MN1550021,125,0
MN1550026,6850,0
MN1550027,158,0
MN1550029,170,0
MN1550031,40,0
MN1550035,90,0
MN1550036,2040,0
MN1560001,918,0
MN1560004,31,0
MN1560007,329,0
MN1560008,209,0
MN1560014,14194,0
MN1560016,851,0
MN1560017,1287,0
MN1560018,1023,0
MN1560019,2577,0
MN1560023,3421,0
MN1560026,380,0
MN1560028,168,3
MN1560029,358,0
MN1560030,25,5
MN1560032,694,0
MN1560035,40,0
MN1570001,100,0
MN1570002,257,0
MN1570003,8701,1
MN1570004,60,0
MN1570005,50,0
MN1570006,90,0
MN1580001,364,0
MN1580002,315,0
MN1580004,25,0
MN1580005,1964,0
MN1580006,90,0
MN1580008,3458,0
MN1580010,1425,0
MN1580012,1587,0
MN1580014,240,0
MN1580016,55,0
MN1580017,133,4
MN1580019,400,0
MN1580020,410,0
MN1580021,406,0
MN1580023,150,0
MN1590001,1281,0
MN1590003,63,0
MN1590004,623,0
MN1590005,4273,0
MN1590007,220,0
MN1590008,86,0
MN1590009,108,0
MN1590010,187,0
MN1590011,54,0
MN1590012,90,0
MN1600001,223,1
MN1600002,7272,0
MN1600004,9206,0
MN1600005,384,0
MN1600008,789,0
MN1600009,401,0
MN1600010,1385,0
MN1600011,584,0
MN1600012,76,0
MN1600013,181,0
MN1600014,85,0
MN1610001,318,0
MN1610003,2705,0
MN1610007,333,0
MN1610008,1440,0
MN1610009,60,0
MN1610010,25,0
MN1620001,10000,0
MN1620005,10200,0
MN1620008,13250,0
MN1620009,22902,0
MN1620011,13134,0
MN1620013,35343,0
MN1620016,315,0
MN1620017,458,0
MN1620018,266,0
MN1620019,125,0
MN1620020,26000,0
MN1620021,550,0
MN1620024,25634,0
MN1620025,11699,0
MN1620026,392529,1
MN1620030,13025,0
MN1620038,60,0
MN1620040,459,0
MN1630001,411,0
MN1630002,276,0
MN1630003,1328,0
MN1640001,300,0
MN1640002,157,0
MN1640003,828,0
MN1640004,210,0
MN1640005,252,0
MN1640006,896,0
MN1640008,5254,0
MN1640010,95,0
MN1640011,339,0
MN1640012,319,0
MN1640013,735,0
MN1640014,825,0
MN1640015,84,0
MN1640018,80,0
MN1650001,1024,0
MN1650003,703,0
MN1650004,446,0
MN1650005,1295,0
MN1650006,496,0
MN1650009,1127,0
MN1650010,400,0
MN1650011,2353,0
MN1650012,1301,0
MN1650013,485,0
MN1660002,23718,0
MN1660004,90,0
MN1660005,2103,0
MN1660006,3913,0
MN1660007,987,0
MN1660008,60,0
MN1660009,299,0
MN1660010,20790,0
MN1660011,190,0
MN1660013,2485,0
MN1660015,1490,0
MN1660017,49,0
MN1660022,110,4
MN1660023,32,0
MN1670001,297,0
MN1670002,198,0
MN1670003,685,0
MN1670004,4946,0
MN1670005,214,0
MN1670006,180,0
MN1670007,2919,0
MN1670008,56,0
MN1680001,434,0
MN1680002,680,0
MN1680003,2729,0
MN1680004,150,5
MN1680006,1857,0
MN1680008,450,0
MN1680009,90,0
MN1680011,350,0
MN1680012,100,1
MN1680013,40,0
MN1680014,80,0
MN1680015,110,0
MN1680017,40,0
MN1690001,1559,0
MN1690002,1764,0
MN1690003,1379,0
MN1690004,975,0
MN1690006,1000,0
MN1690007,4940,0
MN1690008,70,0
MN1690009,574,0
MN1690011,86859,0
MN1690014,3258,2
MN1690018,3770,2
MN1690020,1829,0
MN1690022,16028,0
MN1690028,2020,0
MN1690029,87,0
MN1690030,44,0
MN1690031,154,0
MN1690033,110,0
MN1690034,135,1
MN1690035,2880,0
MN1690038,249,0
MN1690042,3099,0
MN1690043,7215,0
MN1690045,446,0
MN1690046,8361,0
MN1690048,501,0
MN1690049,1085,0
MN1690051,426,0
MN1690057,173,0
MN1690058,565,0
MN1690063,42,0
MN1700001,7456,0
MN1700003,6700,0
MN1700005,110,0
MN1700007,25282,0
MN1700008,30285,2
MN1700009,47000,0
MN1700010,197,0
MN1700011,220,0
MN1700012,579,0
MN1700015,130,0
MN1700016,27,1
MN1700021,180,0
MN1700024,100,0
MN1700025,50,0
MN1700026,320,0
MN1700027,100,0
MN1700029,5003,0
MN1710002,13056,0
MN1710004,19532,0
MN1710005,200,0
MN1710006,6772,0
MN1710008,5034,0
MN1710009,802,0
MN1710013,180,0
MN1710014,160,0
MN1710015,80,0
MN1720001,2230,0
MN1720002,2269,0
MN1720004,790,0
MN1720005,599,0
MN1720006,886,0
MN1720007,456,0
MN1720008,1330,1
MN1720009,100,4
MN1730001,2805,0
MN1730002,1667,0
MN1730004,745,0
MN1730005,646,0
MN1730006,4201,0
MN1730009,2500,0
MN1730012,367,0
MN1730013,685,0
MN1730014,770,0
MN1730015,911,0
MN1730016,3886,0
MN1730017,320,0
MN1730018,2575,0
MN1730022,1485,0
MN1730026,765,0
MN1730027,71321,0
MN1730028,40,0
MN1730030,750,0
MN1730033,7100,0
MN1730034,1600,0
MN1730035,343,1
MN1730036,20300,0
MN1730037,4657,0
MN1730038,68,0
MN1730039,8354,0
MN1730043,104,0
MN1730051,36,0
MN1730052,70,0
MN1730053,48,0
MN1730059,144,1
MN1730060,35,0
MN1730061,25,0
MN1730063,1425,0
MN1740001,1987,0
MN1740003,636,0
MN1740004,50,0
MN1740005,1200,0
MN1740006,426,0
MN1740007,26430,0
MN1740008,51,4
MN1750001,92,0
MN1750002,400,0
MN1750003,216,0
MN1750004,845,0
MN1750005,5351,0
MN1760001,1376,0
MN1760004,110,0
MN1760005,86,0
MN1760006,806,0
MN1760007,306,0
MN1760008,3437,0
MN1770001,557,0
MN1770002,836,0
MN1770003,662,0
MN1770004,545,0
MN1770005,330,0
MN1770007,3744,0
MN1770011,3089,0
MN1770015,256,0
MN1780001,566,0
MN1780002,75,0
MN1780003,68,2
MN1780004,1465,0
MN1790001,1115,0
MN1790002,110,0
MN1790003,469,0
MN1790004,5042,0
MN1790009,842,0
MN1790010,171,0
MN1790012,3340,0
MN1790013,2521,0
MN1790015,181,0
MN1790016,95,0
MN1800001,1347,0
MN1800002,742,0
MN1800003,506,0
MN1800004,4332,0
MN1810001,2275,0
MN1810002,1201,0
MN1810003,216,2
MN1810004,9241,0
MN1820001,2700,0
MN1820002,781,0
MN1820003,864,0
MN1820004,42760,0
MN1820005,11800,0
MN1820006,330,0
MN1820007,12047,0
MN1820008,300,0
MN1820009,10978,0
MN1820010,2400,0
MN1820013,8818,0
MN1820014,4000,0
MN1820016,30144,0
MN1820018,5427,0
MN1820019,35,0
MN1820020,4776,0
MN1820021,25,0
MN1820022,525,0
MN1820024,19462,0
MN1820025,82643,0
MN1820026,50,0
MN1820028,156,0
MN1820029,3500,0
MN1820030,65,0
MN1820033,28,0
MN1820034,140,0
MN1820035,95,0
MN1820036,80,0
MN1820038,70,0
MN1830001,586,0
MN1830002,87,0
MN1830003,225,0
MN1830004,2319,1
MN1830005,129,0
MN1830006,4611,0
MN1830008,109,0
MN1830009,90,1
MN1840002,3340,0
MN1840003,159,0
MN1840004,63,0
MN1840006,503,0
MN1840007,124,0
MN1850001,60,0
MN1850003,146,0
MN1850005,86,0
MN1850006,1512,0
MN1850008,664,0
MN1850009,3825,0
MN1850011,293,0
MN1850012,4158,0
MN1850013,27782,0
MN1850017,464,0
MN1850018,493,0
MN1850020,697,0
MN1860002,3430,0
MN1860003,70,0
MN1860005,16711,0
MN1860006,2792,0
MN1860007,6564,0
MN1860010,2180,0
MN1860011,2215,0
MN1860012,15087,0
MN1860013,1000,2
MN1860015,250,0
MN1860016,3899,0
MN1860017,300,0
MN1860018,4863,0
MN1860019,2100,0
MN1860021,183,0
MN1860024,30922,0
MN1860025,2129,0
MN1860026,19000,0
MN1870001,1769,0
MN1870002,841,0
MN1870003,269,0
MN1870004,2843,0
MN1870005,275,0
MN1870006,180,0
MN1870007,97,0
MN1870008,423,0
MN1870011,61,1
MO0400900,25,0
MO1010001,1635,0
MO1010006,2100,1
MO1010009,494,0
MO1010010,207,0
MO1010013,236,0
MO1010014,190,2
MO1010024,1300,0
MO1010046,220,0
MO1010049,225,0
MO1010061,23598,0
MO1010068,3292,1
MO1010070,200,0
MO1010076,123,1
MO1010080,61084,0
MO1010084,187,0
MO1010098,878,2
MO1010099,333,0
MO1010113,3076,0
MO1010117,630,1
MO1010118,4219,0
MO1010122,290,0
MO1010123,324,0
MO1010131,11963,0
MO1010150,272,0
MO1010161,382,0
MO1010167,245,0
MO1010173,210,0
MO1010174,690,2
MO1010177,11373,0
MO1010179,166,0
MO1010182,192,0
MO1010184,2500,3
MO1010191,400,0
MO1010193,349,0
MO1010204,670,0
MO1010205,433,2
MO1010225,965,0
MO1010233,400,0
MO1010234,250,0
MO1010237,615,0
MO1010249,169,0
MO1010254,205,2
MO1010261,11084,0
MO1010265,638,0
MO1010277,214,1
MO1010292,482,1
MO1010299,1821,0
MO1010301,1590,1
MO1010306,380,2
MO1010307,27000,0
MO1010318,1360,0
MO1010319,170,0
MO1010320,16000,0
MO1010324,850,0
MO1010342,1813,1
MO1010346,569,0
MO1010349,10019,0
MO1010358,397,0
MO1010363,4800,0
MO1010371,2683,0
MO1010378,550,1
MO1010388,330,0
MO1010399,120000,0
MO1010405,121,0
MO1010406,567,0
MO1010415,553295,0
MO1010416,11500,0
MO1010425,1100,3
MO1010426,290,0
MO1010427,345,0
MO1010432,2863,0
MO1010445,1083,0
MO1010453,2945,0
MO1010454,2546,0
MO1010459,99400,0
MO1010460,601,0
MO1010464,4729,0
MO1010466,30800,0
MO1010481,802,0
MO1010489,155,0
MO1010508,10775,3
MO1010510,1096,4
MO1010511,211,0
MO1010532,254,0
MO1010541,384,0
MO1010546,93,3
MO1010548,1159,0
MO1010567,283,0
MO1010580,4500,0
MO1010583,375,0
MO1010589,8289,0
MO1010599,5202,0
MO1010605,837,0
MO1010607,752,0
MO1010609,405,0
MO1010625,16645,0
MO1010627,135,0
MO1010632,315,1
MO1010633,6226,0
MO1010646,4691,0
MO1010648,2354,0
MO1010649,8262,0
MO1010653,575,0
MO1010673,420,1
MO1010675,21517,0
MO1010676,17066,0
MO1010682,1400,1
MO1010685,5797,0
MO1010688,372,0
MO1010696,1318,0
MO1010698,175,0
MO1010714,89171,0
MO1010724,5249,0
MO1010739,235,0
MO1010742,375,0
MO1010744,230,0
MO1010748,10885,0
MO1010755,1220,0
MO1010757,142,2
MO1010762,928,0
MO1010773,3500,0
MO1010786,1494,0
MO1010795,390,0
MO1010802,386,0
MO1010808,505,0
MO1010833,18500,0
MO1010839,900,1
MO1010842,2077,0
MO1010846,812,0
MO1010850,115,0
MO1010851,1850,0
MO1010865,2900,0
MO1010871,750,0
MO1010880,1600,0
MO1010921,1000,0
MO1010940,82,0
MO1010980,995,0
MO1011067,120,0
MO1011181,250,0
MO1011182,2000,1
MO1011643,260,1
MO1020869,4075,0
MO1021071,258,1
MO1021080,2448,0
MO1021082,1948,0
MO1021098,1335,0
MO1021117,2993,0
MO1021160,500,1
MO1021175,1140,0
MO1021221,900,0
MO1021304,1140,0
MO1021318,1452,0
MO1021595,25,0
MO1024004,6042,0
MO1024005,3580,0
MO1024006,1178,0
MO1024007,600,0
MO1024009,700,0
MO1024030,268,0
MO1024031,752,2
MO1024032,432,0
MO1024033,2348,1
MO1024034,2690,0
MO1024035,1613,0
MO1024064,2115,0
MO1024078,335,0
MO1024079,695,0
MO1024110,3068,0
MO1024111,4143,0
MO1024112,2575,0
MO1024113,723,0
MO1024114,4650,0
MO1024115,3225,0
MO1024116,1840,0
MO1024117,2875,0
MO1024118,6063,0
MO1024119,198,0
MO1024142,3485,0
MO1024143,3447,0
MO1024144,1032,0
MO1024145,1191,0
MO1024146,4912,0
MO1024147,245,0
MO1024149,2243,0
MO1024150,2465,0
MO1024153,1080,0
MO1024154,840,2
MO1024155,3722,0
MO1024156,4968,2
MO1024186,2165,0
MO1024191,7635,0
MO1024223,1375,0
MO1024241,823,0
MO1024242,3740,1
MO1024247,2700,0
MO1024275,24500,0
MO1024276,16440,0
MO1024278,5705,0
MO1024279,9700,0
MO1024281,8772,0
MO1024282,2530,0
MO1024309,3730,0
MO1024310,12490,0
MO1024311,4700,0
MO1024324,8250,0
MO1024326,7180,0
MO1024428,6428,0
MO1024476,741,1
MO1024477,615,1
MO1024478,9552,0
MO1024479,7074,0
MO1024480,2095,0
MO1024481,1750,0
MO1024482,1200,0
MO1024483,1860,0
MO1024510,2490,0
MO1024511,9360,0
MO1024512,1970,0
MO1024646,1497,0
MO1031250,220,0
MO1031517,102,0
MO1031536,120,0
MO1031542,28,0
MO1031547,327,0
MO1036130,400,0
MO1036167,130,0
MO1036172,1138,0
MO1036387,335,0
MO1041186,115,0
MO1041187,155,0
MO1041228,100,0
MO1041289,805,0
MO1041483,35,0
MO1041486,45,0
MO1041487,100,1
MO1041587,45,0
MO1041618,300,0
MO1041650,60,0
MO1041651,250,0
MO1041653,100,0
MO1041654,222,0
MO1046371,135,0
MO1046372,320,0
MO1046373,320,0
MO1048046,350,0
MO1048081,1500,0
MO1048442,795,0
MO1061484,30,0
MO1070639,25,0
MO1071079,25,0
MO1071603,25,0
MO1079501,10106,0
MO2010029,235,2
MO2010035,376,0
MO2010082,200,0
MO2010091,305,1
MO2010093,4195,0
MO2010097,238,0
MO2010105,4111,0
MO2010108,265,0
MO2010109,858,0
MO2010112,408,0
MO2010125,248,0
MO2010134,3200,0
MO2010140,3514,0
MO2010162,10187,0
MO2010163,202,0
MO2010165,800,0
MO2010169,442,1
MO2010201,203,0
MO2010224,335,0
MO2010238,1014,0
MO2010247,52,0
MO2010268,450,1
MO2010271,2800,0
MO2010288,349,0
MO2010300,166,0
MO2010305,125,0
MO2010308,1103,1
MO2010312,195,0
MO2010328,212,0
MO2010329,578,1
MO2010338,480,0
MO2010344,17108,1
MO2010362,560,0
MO2010389,98,0
MO2010390,184,2
MO2010393,1563,0
MO2010414,1961,0
MO2010420,500,3
MO2010429,17566,1
MO2010436,660,0
MO2010437,345,0
MO2010438,511,1
MO2010440,875,1
MO2010450,728,0
MO2010451,1366,0
MO2010452,240,0
MO2010463,580,0
MO2010472,278,0
MO2010479,3244,3
MO2010487,5489,0
MO2010488,554,0
MO2010491,200,0
MO2010497,2200,0
MO2010502,12934,0
MO2010506,559,0
MO2010512,415,0
MO2010513,1822,3
MO2010514,207,0
MO2010515,318,3
MO2010519,13000,0
MO2010520,140,0
MO2010523,1759,1
MO2010533,13783,0
MO2010538,2500,5
MO2010559,158,0
MO2010566,1089,0
MO2010569,975,1
MO2010574,109,0
MO2010578,617,0
MO2010587,376,0
MO2010623,3595,0
MO2010624,1161,0
MO2010635,694,0
MO2010664,1283,0
MO2010722,1620,0
MO2010736,1771,0
MO2010737,552,0
MO2010745,1835,1
MO2010753,254,0
MO2010780,1309,0
MO2010790,130,0
MO2010796,5600,0
MO2010804,1735,0
MO2010812,3140,0
MO2010840,420,0
MO2010857,223,0
MO2010875,209,0
MO2010881,762,0
MO2010882,300,0
MO2020421,25,0
MO2021537,25,0
MO2021598,25,0
MO2024000,7500,0
MO2024014,4016,0
MO2024105,3063,0
MO2024125,1078,0
MO2024128,5200,0
MO2024138,7140,0
MO2024237,3900,0
MO2024259,2100,1
MO2024261,1165,0
MO2024313,3947,0
MO2024335,1700,0
MO2024346,1420,2
MO2024350,1350,0
MO2024352,1320,0
MO2024353,2215,1
MO2024354,2087,0
MO2024355,1507,0
MO2024363,12865,0
MO2024377,4900,0
MO2024382,3200,0
MO2024402,6700,0
MO2024471,7590,0
MO2024495,2550,0
MO2024499,7662,2
MO2024500,6482,0
MO2024504,11250,0
MO2024555,480,0
MO2024556,883,0
MO2024557,3000,1
MO2024559,3482,0
MO2024565,3360,0
MO2024572,3300,0
MO2024594,4412,0
MO2036165,585,0
MO2041558,285,0
MO2041594,25,0
MO2046330,250,0
MO3010033,4999,0
MO3010039,1001,0
MO3010047,207,0
MO3010054,1300,0
MO3010075,181,0
MO3010089,7964,0
MO3010115,337,0
MO3010124,4423,1
MO3010130,3960,0
MO3010146,95,0
MO3010149,278,0
MO3010152,4027,0
MO3010155,396,1
MO3010166,353,0
MO3010180,1150,0
MO3010181,126254,0
MO3010196,933,0
MO3010219,1221,0
MO3010240,4895,2
MO3010257,125,0
MO3010291,450,0
MO3010296,12600,0
MO3010332,595,1
MO3010340,1732,0
MO3010384,198,0
MO3010386,158,0
MO3010396,700,1
MO3010400,88,0
MO3010407,368,0
MO3010409,30075,0
MO3010424,128,0
MO3010441,2007,0
MO3010448,1120,0
MO3010469,1100,0
MO3010470,1500,0
MO3010471,244,0
MO3010517,210,0
MO3010535,208,0
MO3010563,669,0
MO3010614,450,0
MO3010642,768,0
MO3010660,280,0
MO3010684,1863,1
MO3010700,20800,0
MO3010706,800,0
MO3010709,435,0
MO3010712,3935,0
MO3010720,5192,0
MO3010728,21725,0
MO3010746,563,0
MO3010767,1094,0
MO3010771,945,0
MO3010783,172,0
MO3010791,2861,0
MO3010819,2539,0
MO3010822,591,0
MO3010831,1506,0
MO3010835,2402,0
MO3010841,5460,0
MO3010887,324,0
MO3010904,130,0
MO3011121,150,0
MO3011346,1740,0
MO3011367,2611,0
MO3021138,474,0
MO3021236,300,0
MO3021326,300,0
MO3021332,1000,0
MO3021377,7912,0
MO3024052,6455,0
MO3024055,24700,0
MO3024058,15035,0
MO3024059,4963,0
MO3024084,9840,0
MO3024085,13080,0
MO3024090,1300,0
MO3024091,1600,0
MO3024159,16548,0
MO3024160,13107,0
MO3024162,2000,0
MO3024163,7568,0
MO3024164,260,0
MO3024169,562,0
MO3024170,2451,0
MO3024395,200,2
MO3024396,1400,0
MO3024413,990,0
MO3024437,1221,0
MO3024438,705,0
MO3024439,2800,0
MO3024440,357,0
MO3024441,468,0
MO3024465,800,1
MO3024466,523,0
MO3024467,1768,0
MO3024490,4000,1
MO3024491,8038,0
MO3024492,1113,0
MO3030474,72,0
MO3030981,100,0
MO3031089,200,0
MO3031118,160,0
MO3031133,140,0
MO3031167,50,1
MO3031183,215,0
MO3031201,2065,0
MO3031207,50,0
MO3031208,75,0
MO3031220,435,0
MO3031232,100,0
MO3031242,65,0
MO3031244,83,0
MO3031257,250,0
MO3031265,175,0
MO3031267,175,0
MO3031279,79,0
MO3031280,75,0
MO3031290,160,0
MO3031293,414,1
MO3031299,50,0
MO3031301,105,0
MO3031302,260,0
MO3031317,25,1
MO3031321,26,0
MO3031322,273,0
MO3031338,126,0
MO3031349,75,0
MO3031358,1298,2
MO3031364,120,0
MO3031365,300,0
MO3031366,173,0
MO3031381,36,0
MO3036043,125,0
MO3036050,800,0
MO3036065,144,0
MO3036066,35,0
MO3036078,134,0
MO3036099,40,0
MO3036105,155,0
MO3036113,450,0
MO3036121,400,0
MO3036122,165,0
MO3036123,200,1
MO3036127,245,0
MO3036131,1008,0
MO3036133,119,0
MO3036151,182,0
MO3036153,450,0
MO3036155,82,0
MO3036166,240,1
MO3036175,78,0
MO3036179,216,0
MO3036216,72,0
MO3036234,70,0
